slot,review_issue,review_issue_url,related_issues
seq_run_id,277,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/277,
sequencing_location,278,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/278,
size_frac,279,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/279,
size_frac_low,280,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/280,
slope,281,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/281,
solar_irradiance,282,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/282,
sop_bioinformatics,283,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/283,
specificEpithet,284,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/284,
stationed_sample_dur,285,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/285,
std_conc,286,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/286,
std_conc_unit,287,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/287,
std_seq,288,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/288,
std_source,289,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/289,
std_type,290,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/290,
sterilise_method,291,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/291,
study_factor,292,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/292,
suspend_part_matter,293,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/293,
target_gene,296,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/296,
target_subfragment,297,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/297,
targeted_detection_method_additional,298,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/298,
targetTaxonomicAssay,294,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/294,
targetTaxonomicScope,295,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/295,
tax_assign_cat,299,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/299,
tax_class_collapse,300,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/300,
tax_class_id_cutoff,301,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/301,
tax_class_other,302,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/302,
tax_class_query_cutoff,303,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/303,
taxonID,341,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/341,
taxonID_db,340,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/340,
taxonRank,339,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/339,
technical_rep_id,338,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/338,
temp,337,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/337,
thermocycler,336,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/336,
thresholdQuantificationCycle,335,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/335,
tidal_stage,334,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/334,
tot_carb,333,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/333,
tot_carb_unit,332,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/332,
tot_depth_water_col,331,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/331,
tot_diss_nitro,330,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/330,
tot_diss_nitro_unit,329,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/329,
tot_inorg_nitro,328,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/328,
tot_inorg_nitro_unit,327,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/327,
tot_nitro,326,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/326,
tot_nitro_cont_meth,325,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/325,
tot_nitro_content,324,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/324,
tot_nitro_content_unit,323,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/323,
tot_nitro_unit,322,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/322,
tot_org_c_meth,321,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/321,
tot_org_carb,320,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/320,
tot_org_carb_unit,319,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/319,
tot_part_carb,318,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/318,
tot_part_carb_unit,317,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/317,
trim_method,316,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/316,
trim_param,315,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/315,
turbidity,314,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/314,
verbatimCoordinateSystem,313,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/313,
verbatimEventDate,312,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/312,
verbatimEventTime,311,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/311,
verbatimIdentification,310,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/310,
verbatimLatitude,309,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/309,
verbatimLongitude,308,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/308,
verbatimSRS,307,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/307,
water_current,306,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/306,
wind_direction,305,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/305,
wind_speed,304,https://github.com/FAIR-eDNA/FAIRe-GSC-TDWG-term-review/issues/304,
